"username","text"
"Schwarzenmann","@MegShiei after I was diagnosed with clinical depression & anxiety I always take people seriously when they say they wanna sit at the corner"
"tyeishajane","i was diagnosed with clinical depression , social anxiety and generalized anxiety in the 7th grade. https:// twitter.com/maiiksbefour/s tatus/677598306697158658 "
"bostonstrongg_","@BreeOlson in 2008 I was diagnosed with clinical depression and anxiety. I would feel the same way you are right now every damn day I don't"
"moondigo","I became single. I was hospitalized. I began recovery for bulimia. I was diagnosed with clinical depression and an anxiety disorder."
"LaurenWaksman","1. I was diagnosed with binge eating disorder, anxiety and depression when I was 18"
"Nikki38951684","@KianLawley you helped me get througj depression I was diagnosed with GAD General Anxiety disorder and watching you vid on Anxiety is amaz"
"bayy_245","@bayy_245 I was recently diagnosed with generalized anxiety with panic disorder and depression"
"MoirKerry","I went for my anxiety because of the stress caused by people lying about me, I was never diagnosed with depression & I'm not depressed now!"
"theladymea","@theladymea 10. I was diagnosed with Clinical Depression & Anxiety about 6 years ago. It's generally why I have big spurts of insomnia."
"LilHerb_Kent","Also I was diagnosed with anxiety and depression Thursday. Im like wh-what?"
"Ian_Mangus","I was diagnosed with Depression and General Anxiety Disorder and I have came to terms with it, I'm alive, and things could be worse."
"ParanormalPixel","@ParanormalPixel 12-2). I was also diagnosed with severe anxiety and depression , and was discovered to have PCOS."
"goodbyetonight","6) I was diagnosed with severe depression and anxiety 4 years ago"
"ActuallyADHD","Anonymous said: I've known I've had depression and possibly anxiety long before I was diagnosed with ADHD.... http:// tmblr.co/ZW2kNu1zcp75X"
"msbehavedblkgrl","@kordeibaybay i'm speechless. i was diagnosed with severe anxiety + depression after two years of panic attacks, self harm and suicide att."
"allyywallyyy","In January I was diagnosed with anxiety and depression . I am currently on medications to help. There's no shame in admitting you need help."
"harryscabello","@harryscabello mutuals my friends, but I was diagnosed with anxiety and depression two years ago. I'm literally shaking as I type this"
"ultchaerin","is that i'm lazy and i should just cheer up, even when i was diagnosed with depression , anxiety and panic disorder they still said that it's"
"alison25x","@RLeBonTennant I know it's sad,I'm currently on anti-depressants at the moment because I was diagnosed with depression & anxiety last year"
"xoItsCrystal","@SoulessDarude I was diagnosed with severe depression and anxiety. Oh and paranoia. Always I was bullied all my life. So I understand."
"chananacakes","@PengiMaster That's EXACTLY what I thought until I was officially diagnosed with depression /anxiety disorder. Like, my brain did everything"
"TheeMissLee","When I was diagnosed with anxiety & depression https:// twitter.com/AndreiDamane/s tatus/672134739650850816 "
"backpackingem","I was diagnosed with depression and anxiety in November 2012 and have struggled non-stop to cope URL instagram.com/p/-wnDMqpaKo/"
"CoolasKira","I try so hard not to stress my mom. I just told her last night that I was diagnosed with anxiety and manic depression a few months ago"
"its_jordan_time","@SincerelyTumblr I was diagnosed with depression and anxiety when I was 12. It's not fun. 28 different medication trials isn't fun."
"__LyfeQuotes_","@edtertaining The past few weeks I was diagnosed with Anxiety and Depression . And I've lately been feeling Worthless. If u see this, advice?"
"enchantedsteph","#MentalHealthPosi I was diagnosed with depression and anxiety just over a year and a half ago, I'm still here pic.twitter.com/wtazdRJoHs"
"kattattler","@JXCKHXRKNESS i identify as bisexual and i was diagnosed with depression and generalized anxiety when i was 14 so um"
"BigReidFuck420","i was diagnosed with anxiety/ depression at age 12 ??"
"Iizardprincess","when I was professionally diagnosed with generalized anxiety and severe depression when I was 14 https:// twitter.com/rregulusbiack/ status/670709752280850433 "
"_teyannaa","""I wish I would have been 15 when I was diagnosed with SEVERE depression and anxiety"
"gIennlives","Umm I was diagnosed with depression and anxiety at 16, but had been dealing with it all my life???? https:// twitter.com/rregulusbIack/ status/670709752280850433 "
"ImHauntingYou","@rregulusbIack //I've been diagnosed with anxiety and depression and ADHD since I was seven fucking years old excuse you."
"pIutokid","@tinyplanetss aha when was I diagnosed with severe anxiety and depression again? hm,, when I was 13? well gosh, I guess that means its gone!"
"0_smileyface","I was diagnosed with severe depression and anxiety and I'm slowly working my way up again #MentalHealthPosi pic.twitter.com/val8sVpIRM"
"mkewheeIer","When I was 15 I was diagnosed with depression and anxiety and was sexually confused. Your point? https:// twitter.com/rregulusbiack/ status/670709752280850433 "
"freehugfranta","@rregulusbIack btw I was diagnosed with anxiety at 6 and depression at 8. I'm also bisexual and age has no impact to it"
"mahoniggas","@rregulusbIack i was diagnosed with anxiety at a young 8 years old!! DIAGNOSED on PAPER from A DOCTOR and diagnosed with depression at 10"
"tbhbeIlamy","@rregulusbIack i was diagnosed with anxiety at age 8 & diagnosed with depression at age 14 sooooo pic.twitter.com/1Bnbwyp7vy"
"hannaalices","I was diagnosed with depression and anxiety at 15. Age does not erase struggles in life https:// twitter.com/rregulusbiack/ status/670709752280850433 "
"jensenahckles","i mean i'm 18 and i was diagnosed with Depression and anxiety and i'm bisexual. What did you do at my age? https:// twitter.com/rregulusbiack/ status/670710011425890306 "
"stabIers","i was diagnosed with depression and anxiety at 13 my family gives me shit for it constantly i lost every friend ever because of it all"
"toribbarnes","#MentalHealthPosi I was diagnosed with depression and anxiety about a year ago but I'm still kickin'. pic.twitter.com/x8SJZHNOgB"
"agustwaah","@Bagged_Milk_ (mental disorders) I was diagnosed with anxiety plus major/clinical depression , Type 1 ADHD, adjustment disorder for 3 years.+"
"_RonDaDon_","I was supposed to be diagnosed with anxiety and depression a looooonnnggg time ago."
"mash_holland","@Mum2MyBoys Is there a reason? My friends have drifted away since i was diagnosed with depression , anxiety & others 5 years back..."
